,nome_fantasia,cnpj_basico,cnpj_ordem,cnpj_dv,cnae_princ,cnaes_sec,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200
496244,TECNOMAQ,23110636,1,91,3314711,4530703,GO,9459,Parceiros,0,0,0,1,0,0
496661,JONAS DE OLIVEIRA DA ROSA,24445815,1,42,4683400,"4520001,4930201,4930202",RS,8835,Parceiros,0,1,0,0,0,0
496676,CAMPO VALE,24497899,1,68,4661300,"3314711,4512901,4520001,4530703,4530704,4611700,7319003,7490104",MT,9191,Parceiros,1,0,1,1,0,0
496690,PARAISO MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA,1838101,20,61,4661300,"4789099,4692300,4612500,4520001,3314711",MT,9911,Parceiros,1,0,0,1,0,0
497480,BTG PRODUTOS E SERVICOS,20800575,3,68,4661300,"0161003,3314711,3314712,4511102,4511103,4512901,4512902,4520001,4530701,4530702,4530703,4530704,4530705,4530706,4611700,4614100,4619200,4623108,4642701,4643501,4681805,4732600,4763601,4781400,4930201,4930202,4930204,7490104,7731400,8599604",MS,9809,Parceiros,1,0,1,1,1,1
497853,PRECISAO AGRICOLA,26128873,1,78,3314711,9511800,MT,9925,Parceiros,0,0,0,1,0,0
498230,S.S. MANUTENCAO DE MAQUINAS AGRICOLA,27244983,1,68,3314711,,PR,7483,Parceiros,0,0,0,1,0,0
498394,,27773737,1,1,3314711,4789099,MS,9131,Parceiros,0,0,0,1,0,0
498654,,13563680,30,38,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9887,Parceiros,1,1,0,0,0,0
499412,,45942349,17,48,4661300,"4512901,4520001",SP,7183,Parceiros,1,0,0,0,0,0
499509,DATTA,76065317,3,30,4661300,"3314711,3314712,4614100",MS,9157,Parceiros,1,0,0,1,1,0
500492,,33043080,3,83,4661300,"3314711,3314712",PR,7483,Parceiros,1,0,0,1,1,0
501675,MF TECNOLOGIA AGRICOLA,37025811,1,57,3314711,3314712,MT,9925,Parceiros,0,0,0,1,1,0
501980,MASTER JET MAQUINAS E IMPLEMENTOS AGRICOLAS,37803359,1,7,4661300,"4530705,4611700,4614100,4789099",MT,9779,Parceiros,1,0,0,0,0,0
502068,,26677742,6,54,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",MA,727,Parceiros,1,0,0,0,1,0
502200,,2210106,7,30,4661300,"3314711,3314716,3314717,3314799,4520001,4614100,4669999,4789099,7490104,7719599,7731400",MG,5249,Parceiros,1,0,0,1,0,0
503580,AGROVERTICAL TECNOLOGIA DIGITAL,31524415,1,98,4661300,"0139304,0139399,0141501,0142300,3314701,3314711,3314712,3321000,4530703,4530704,4614100,4618499,4692300,4744001,7319002,7490103,7490104,8599604",TO,9519,Parceiros,1,0,1,1,1,0
504164,FORNECEDORA AGRO,38503987,1,30,4661300,"3314712,4512901,4520001,4530701,4530702,4530703,4530705,4669999",CE,1389,Parceiros,1,0,0,0,1,0
504592,GUIMAQ - GUIMARAES MAQUINAS AGRICOLAS,1715509,1,83,4661300,"3314711,4611700,4614100,4683400",GO,9571,Parceiros,1,1,0,1,0,0
504891,CAMAGRI,5111590,1,43,4661300,"4669999,4789099,4753900,4759899,4649401,4649404,4754701,4651601,4751201,4672900,4744001,3314711,4930201,4614100,4789005",GO,9373,Parceiros,1,0,0,1,0,0
506096,VEGRANDE,889654,3,80,4661300,,MT,8999,Parceiros,1,0,0,0,0,0
506544,MS EQUIPAMENTOS,2667683,2,41,4661300,"3314712,4511101,7731400,4511104,4511106,4512901,4512902,4520001,4520002,4520003,4520004,4530701,4530703,4672900,4744001,7711000,7719599,7739099,4511103",MS,9809,Parceiros,1,0,0,0,1,0
507194,GUIMAG,2422951,1,84,4661300,"0111301,0111302,0111399,0112101,0113000,0115600,0116402,0151201,3314711,3314712,4614100,4623106,4681805,4683400,4732600,4744001,4789099",MT,9777,Parceiros,1,1,0,1,1,0
507568,TRATORNAN,15925449,3,8,4661300,"3314711,3314712,4530705,4663000,4732600,7731400",MS,9073,Parceiros,1,0,0,1,1,0
507694,,18460972,5,58,4661300,"3314712,3314711,4614100",MG,4961,Parceiros,1,0,0,1,1,0
508106,RPS AGRO,2660902,1,80,4661300,"2833000,2869100,3314711,4530702,4530705,4663000,4685100,4930201,4930202,5212500,6920601",PR,844,Parceiros,1,0,0,1,0,0
508267,PLANALTO,33365180,2,45,4661300,"4732600,4741500,4530705,4520001,4512901,4530703",GO,9433,Parceiros,1,0,0,0,0,0
508999,SHARK TRATORES,47390307,14,24,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6189,Parceiros,1,0,0,1,0,1
509000,SHARK TRATORES,47390307,12,62,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6713,Parceiros,1,0,0,1,0,1
510535,,77310589,7,44,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",MS,9131,Parceiros,1,0,0,0,0,1
510536,EQUAGRIL,77310589,11,20,4661300,"4530701,4662100,4665600,4669999,4732600,4520001,4619200,7731400,7732201",SC,8073,Parceiros,1,0,0,0,0,1
510537,,77310589,21,0,4661300,"3314712,4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",MS,9113,Parceiros,1,0,0,0,1,1
511363,PARREIRA AGRICOLA,1634459,1,0,4661300,"4520007,4520001",MG,5403,Parceiros,1,0,0,0,0,0
511379,REDEMAQ MINAS,42920876,1,4,4661300,"4530701,4530703,4530704,4681805,4732600,4530705,4520001",MG,4959,Parceiros,1,0,1,0,0,0
512332,,88594544,1,70,4661300,"4530701,4530703,4530704,4681805,4732600,4530705,4520001",RS,8853,Parceiros,1,0,1,0,0,0
512454,,52500287,1,12,4661300,"4520001,4530703,4621400,4622200,4623199,4512901,4614100",SP,6711,Parceiros,1,0,0,0,0,0
513569,RIVEMA,7225264,1,92,4661300,"4530703,3314711,4530706,4614100",GO,9571,Parceiros,1,0,0,1,0,0
515606,REGIONAL,3341345,2,88,4661300,"3314712,3314711,4614100",MG,4959,Parceiros,1,0,0,1,1,0
516113,,80220791,1,2,4661300,3314711,PR,7777,Parceiros,1,0,0,1,0,0
516127,JUSTI,4800201,2,5,4661300,"4732600,4530705,4744001,4530703,3314711,4669999,4614100,4930202",GO,9597,Parceiros,1,0,0,1,0,0
516526,SHARK TRATORES,47390307,23,15,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6547,Parceiros,1,0,0,1,0,1
516543,EQUAGRIL,77310589,10,40,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7935,Parceiros,1,0,0,0,0,1
516846,,18460972,1,24,4661300,"3314711,3314712,4511101,4511102,4512901,4520001,4520002,4530703,4614100",MG,4959,Parceiros,1,0,0,1,1,0
516849,,1382427,1,64,4661300,3314712,SP,6165,Parceiros,1,0,0,0,1,0
516854,,80220791,9,51,4661300,"4520001,6202300",PR,7607,Parceiros,1,0,0,0,0,0
516864,SHARK DISTRIBUIDORA,3988196,2,43,4661300,"4618499,4520001",PR,7751,Parceiros,1,0,0,0,0,0
517026,,8244744,2,44,4661300,"3314711,4744001,6619399,7490104",MG,4141,Parceiros,1,0,0,1,0,0
517965,AGRICASE,5444853,4,89,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",MS,9073,Parceiros,1,0,0,0,0,1
518514,AGROMAX,10627815,2,30,4661300,"3314712,4530703,4614100,4744001",PA,509,Parceiros,1,0,0,0,1,0
518526,MAQSUL - SAO MATEUS,11041914,1,17,4661300,"4744001,4732600,3314712",PR,7887,Parceiros,1,0,0,0,1,0
518634,REGIONAL,3341345,4,40,4661300,"3314712,3314711,4614100",MG,5407,Parceiros,1,0,0,1,1,0
518956,ARAGUAIA AGRICOLA LTDA,73643959,4,61,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,8985,Parceiros,1,0,1,0,1,0
518993,PINESSO MAQUINAS,1113855,4,34,4661300,"4511104,4669999,4530701,4530702,4520001,4681805,4683400,4520002,4614100,4612500,3314712,7731400,0161099",MT,9907,Parceiros,1,1,0,0,1,0
519281,SHARK TRATORES,47390307,30,44,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6861,Parceiros,1,0,0,1,0,1
519577,CPA MAQUINAS,89286116,35,91,4661300,"4683400,3314711",RS,8619,Parceiros,1,1,0,1,0,0
519579,CPA MAQUINAS,89286116,36,72,4661300,"4683400,3314711",RS,8647,Parceiros,1,1,0,1,0,0
519580,CPA MAQUINAS,89286116,37,53,4661300,"0161001,3314711,4530705,4618499,4622200,4623106,4623199,4632001,4683400,4789002,4789099,6462000",RS,8785,Parceiros,1,1,0,1,0,0
519793,,13563680,15,7,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9035,Parceiros,1,1,0,0,0,0
520026,AGRICESA AGRICOLA,15074884,1,4,3314711,"4530703,4530704,3321000,4520001",SC,8367,Parceiros,0,0,1,1,0,0
520528,CAMAGRI,5111590,4,96,4661300,"4669999,4789099,4753900,4759899,4649401,4649404,4754701,4651601,4751201,4672900,4744001,3314711,4930201,4614100",GO,9373,Parceiros,1,0,0,1,0,0
520607,AGROMAX,10627815,3,10,4661300,"3314712,4530703,4614100,4744001",PA,535,Parceiros,1,0,0,0,1,0
520608,CAETANO MAQUINAS,15661938,1,20,4661300,"4732600,4530703,4614100",PI,1037,Parceiros,1,0,0,0,0,0
520942,KAAJ EQUIPAMENTOS,16904326,1,83,4661300,"4665600,4612500,4511104,4681805,4511101,4683400,4611700,4520001,4520007",BA,3485,Parceiros,1,1,0,0,0,0
520973,,6044573,2,84,4661300,"4511101,4732600,4520001,4520002,4614100",MG,4589,Parceiros,1,0,0,0,0,0
521693,ASSISTEC SERVIOS,18366883,1,13,3314711,"3314712,0161003",MT,9871,Parceiros,0,0,0,1,1,0
522294,PRIMAVERA COMERCIO DE PECAS E MAQUINAS USADAS,28822783,1,8,4530701,"3314711,4611700,4661300",MT,9871,Parceiros,1,0,0,1,0,0
522548,MARCAO AUTO PECAS E IMPLEMENTOS AGRICOLAS,33736538,1,18,4530703,"3314711,3314712,4614100,4661300,4732600",PA,411,Parceiros,1,0,0,1,1,0
523509,CALCARIO SAO MIGUEL,74167404,1,0,4930202,"4683400,4789002,4661300,4744099,4623199,4313400",PR,7889,Parceiros,1,1,0,0,0,0
523616,,90555202,3,54,4789099,"3313901,3313999,3314711,3314712,3321000,4321500,4530703,4530705,4612500,4613300,4614100,4661300,4663000,4669901,4669999,4672900,4673700,4681805,4683400,4687702,4732600,4742300,4744001,4751201,4753900,4757100,4930203,7490103,8299799,9511800",RS,8559,Parceiros,1,1,0,1,1,0
523697,,70965835,1,61,4789099,"3314711,3314712,3329599,4614100,4661300,4732600,5211799",MG,5403,Parceiros,1,0,0,1,1,0
523810,BAMAGRIL,4428098,1,33,4789099,"4661300,4614100",BA,1112,Parceiros,1,0,0,0,0,0
524103,AGROTECNOLOGIA,10952250,1,85,6311900,"4661300,4751201,6203100,6209100,7490104,7911200,7990200,9511800",PR,7657,Parceiros,1,0,0,0,0,0
524168,TECHNOAGRI,12163609,1,60,7490103,"3312102,3321000,4661300",PR,7777,Parceiros,1,0,0,0,0,0
524299,SERVEL,4067040,3,73,4511104,"3314708,3314717,3314711,3314712,3314716,4511106,4511101,4511102,4530701,4530703,4530705,4530702,4661300,4662100,4663000,7490104",BA,3515,Parceiros,1,0,0,1,1,0
524414,MP MAQUINAS AGRICOLAS,11331727,1,78,2833000,"2930101,3314711,3314712,4614100,4661300",SP,6487,Parceiros,1,0,0,1,1,0
524420,MUTUM MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA,8041695,3,23,4511101,"3314711,3314712,4511102,4512901,4530703,4661300,7490104",PI,1219,Parceiros,1,0,0,1,1,0
524441,,985004,5,8,4662100,"4663000,4661300,4614100,7732201,3314711,4681805",BA,3993,Parceiros,1,0,0,1,0,0
525201,SEMENTES GOIAS,3482332,3,0,163600,"4622200,4623106,4623199,4632001,4683400,5211701,6463800,7120100,7490103,7490104",GO,9571,Parceiros,0,1,0,0,0,0
525921,,87802278,1,60,4930202,"4520001,4683400,4731800",RS,8591,Parceiros,0,1,0,0,0,0
525936,GRUPO FUTURA MS,7408713,1,38,4789099,"4530704,4622200,4623106,4683400,4789002",MS,9131,Parceiros,0,1,1,0,0,0
526126,GERMINAR INSUMOS AGROPECUARIOS,8738202,1,47,4692300,"0163600,4623108,4683400,4930202,5211799,6810202,6822600,7490103",SC,8073,Parceiros,0,1,0,0,0,0
526249,A RURALISTA COMERCIO DE PRODUTOS AGROPECUARIOS,4885819,7,20,4692300,"4683400,4623109,4644302,4623106",MT,8999,Parceiros,0,1,0,0,0,0
526493,GEOPALM - TOPOGRAFIA E PLANEJAMENTO,9397888,1,12,7119703,"0161003,4930202,7490103,0163600,7732201,0161001,0161002,4744004,4683400,4679604,4930201,4313400",PR,7735,Parceiros,0,1,0,0,0,0
540028,BANDEIRA TECNOLOGIA AGRICOLA,31026893,2,59,4752100,"3314711,4614100",GO,9361,Parceiros,0,0,0,1,0,0
540414,OTTOBONI MAQUINAS,46461828,1,48,4511101,"4530703,4732600,4530706,3314712,3314711",SP,6389,Parceiros,0,0,0,1,1,0
540438,,54482252,1,23,4663000,"3314711,4611700,6463800,7731400,6202300,6311900,2833000",SP,6477,Parceiros,0,0,0,1,0,0
540536,COMBATE,8872646,1,70,161003,"0161001,3314711,7490103,7731400",MS,9165,Parceiros,0,0,0,1,0,0
541416,TREVO,17813638,1,44,230600,"7731400,7719599,3314712,3314716,0161003,4520001,4313400",BA,3117,Parceiros,0,0,0,0,1,0
546615,MINERVA,67620377,8,90,4623101,"0151201,4619200,4623109,7490104",PA,401,Parceiros,0,0,0,0,0,1
